,event_source_concept_id,event_source_type_concept_id
861,J01FA09,drug_exposure_administration
862,Z223,condition_occurrence
863,JNMD002,procedure_occurrence
864,Z911,condition_occurrence
865,AGR+298,procedure_occurrence
866,A10BJ02,drug_exposure_administration
867,K650,condition_occurrence
868,C786,condition_occurrence
869,E210,condition_occurrence
870,ACQP002,procedure_occurrence
871,DZQJ008,procedure_occurrence
872,JJFC006,procedure_occurrence
873,Z7580,condition_occurrence
874,R042,condition_occurrence
875,GEHE001,procedure_occurrence
876,EQMP001,procedure_occurrence
877,B02AA02,drug_exposure_administration
878,I5010,condition_occurrence
879,K922,condition_occurrence
880,PEQ+017,procedure_occurrence
881,N05AH02,drug_exposure_administration
882,M179,condition_occurrence
883,A090,condition_occurrence
884,R06AX27,drug_exposure_administration
885,Z9158,condition_occurrence
886,FELF006,procedure_occurrence
887,DKR+118,procedure_occurrence
888,HHFE002,procedure_occurrence
889,A11BA,drug_exposure_administration
890,N300,condition_occurrence
891,I634,condition_occurrence
892,EDQM001,procedure_occurrence
893,F051,condition_occurrence
894,D472,condition_occurrence
895,ZZR+028,procedure_occurrence
896,AHQP012,procedure_occurrence
897,A10BK01,drug_exposure_administration
898,A10BH02,drug_exposure_administration
899,Z880,condition_occurrence
900,C01CA07,drug_exposure_administration
901,R073,condition_occurrence
902,I671,condition_occurrence
903,GKR+200,procedure_occurrence
904,A06AC01,drug_exposure_administration
905,N06DA03,drug_exposure_administration
906,Z505,condition_occurrence
907,K802,condition_occurrence
908,H813,condition_occurrence
909,G02CX01,drug_exposure_administration
910,R568,condition_occurrence
911,K591,condition_occurrence
912,J01GB06,drug_exposure_administration
913,F220,condition_occurrence
914,JKNE001,procedure_occurrence
915,C189,condition_occurrence
916,N01AX03,drug_exposure_administration
917,S8260,condition_occurrence
918,NCCA017,procedure_occurrence
919,GLQP005,procedure_occurrence
920,J156,condition_occurrence
921,ZCQJ004,procedure_occurrence
922,B24+1,condition_occurrence
923,ZZHA001,procedure_occurrence
924,B965,condition_occurrence
925,ALM+024,procedure_occurrence
926,BFGA427,procedure_occurrence
927,A02BD08,drug_exposure_administration
928,D291,condition_occurrence
929,K810,condition_occurrence
930,O821,condition_occurrence
931,K766,condition_occurrence
932,ZFQP003,procedure_occurrence
933,I743,condition_occurrence
934,AHQP009,procedure_occurrence
935,ZZML003,procedure_occurrence
936,I260,condition_occurrence
937,A06AG07,drug_exposure_administration
938,G551,condition_occurrence
939,J180,condition_occurrence
940,EAJF341,procedure_occurrence
941,K831,condition_occurrence
942,ZGT+145,procedure_occurrence
943,E1150,condition_occurrence
944,R101,condition_occurrence
945,A419,condition_occurrence
946,EMQH001,procedure_occurrence
947,G309,condition_occurrence
948,N07BB03,drug_exposure_administration
949,JGFE023,procedure_occurrence
950,HHQX005,procedure_occurrence
951,S2240,condition_occurrence
952,I5019,condition_occurrence
953,JKFE001,procedure_occurrence
954,EBQJ001,procedure_occurrence
955,JQQP099,procedure_occurrence
956,F0671,condition_occurrence
957,Z5131,condition_occurrence
958,C09DA01,drug_exposure_administration
959,M170,condition_occurrence
960,HJQE001,procedure_occurrence
961,EAQM002,procedure_occurrence
962,HMLE002,procedure_occurrence
963,JKHD001,procedure_occurrence
964,R201,condition_occurrence
965,U0711,condition_occurrence
966,B01AX05,drug_exposure_administration
967,Z502,condition_occurrence
968,C259,condition_occurrence
969,M059,condition_occurrence
970,C73,condition_occurrence
971,F432,condition_occurrence
972,J158,condition_occurrence
973,AZQ+131,procedure_occurrence
974,R202,condition_occurrence
975,M02AA15,drug_exposure_administration
976,B951,condition_occurrence
977,F29,condition_occurrence
978,N06AX26,drug_exposure_administration
979,B01AE07,drug_exposure_administration
980,R441,condition_occurrence
981,K409,condition_occurrence
982,N05BE01,drug_exposure_administration
983,U822+0,condition_occurrence
984,ZZQX045,procedure_occurrence
985,K449,condition_occurrence
986,I209,condition_occurrence
987,GLQP013,procedure_occurrence
988,E042,condition_occurrence
989,N07AA02,drug_exposure_administration
990,I638,condition_occurrence
991,A03FA05,drug_exposure_administration
992,I442,condition_occurrence
993,L891,condition_occurrence
994,Z9580,condition_occurrence
995,PAQK900,procedure_occurrence
996,ALR+201,procedure_occurrence
997,M62890,condition_occurrence
998,S060,condition_occurrence
999,N03AA02,drug_exposure_administration
1000,B182,condition_occurrence
1001,Z513,condition_occurrence
1002,ALR+073,procedure_occurrence
1003,NEKA011,procedure_occurrence
1004,HMQJ002,procedure_occurrence
1005,C771,condition_occurrence
1006,KCFA008,procedure_occurrence
1007,Z76880,condition_occurrence
1008,V12B,drug_exposure_administration
1009,F319,condition_occurrence
1010,B181,condition_occurrence
1011,J05AR10,drug_exposure_administration
1012,E6696,condition_occurrence
1013,G122,condition_occurrence
1014,Z291,condition_occurrence
1015,B961,condition_occurrence
1016,C09CA07,drug_exposure_administration
1017,Q282,condition_occurrence
1018,M5416,condition_occurrence
1019,I119,condition_occurrence
1020,NBCA010,procedure_occurrence
1021,A11CC03,drug_exposure_administration
1022,ZCQJ003,procedure_occurrence
1023,R03BB06,drug_exposure_administration
1024,JQGA002,procedure_occurrence
1025,QCJA001,procedure_occurrence
1026,E1158,condition_occurrence
1027,A11JB,drug_exposure_administration
1028,C05CA53,drug_exposure_administration
1029,APR+014,procedure_occurrence
1030,YYYY740,procedure_occurrence
1031,H01BA02,drug_exposure_administration
1032,ZZQX127,procedure_occurrence
1033,ELQH002,procedure_occurrence
1034,O756,condition_occurrence
1035,S01EA05,drug_exposure_administration
1036,J9609,condition_occurrence
1037,C250,condition_occurrence
1038,J961,condition_occurrence
1039,M171,condition_occurrence
1040,PEE+041,procedure_occurrence
1041,ZZR+063,procedure_occurrence
1042,Z7588,condition_occurrence
1043,MKR+126,procedure_occurrence
1044,JAQX006,procedure_occurrence
1045,JQGA004,procedure_occurrence
1046,EQQF006,procedure_occurrence
1047,S01EC01,drug_exposure_administration
1048,Z532,condition_occurrence
1049,FDHB006,procedure_occurrence
1050,ZCQM005,procedure_occurrence
1051,ZFQP002,procedure_occurrence
1052,HLQX013,procedure_occurrence
1053,W190,condition_occurrence
1054,FCQX010,procedure_occurrence
1055,F603,condition_occurrence
1056,S3200,condition_occurrence
1057,YYYY105,procedure_occurrence
1058,N110,condition_occurrence
1059,S01GX02,drug_exposure_administration
1060,FEHB001,procedure_occurrence
1061,H353,condition_occurrence
1062,L02BB03,drug_exposure_administration
1063,R458,condition_occurrence
1064,C09DA03,drug_exposure_administration
1065,AAQP012,procedure_occurrence
1066,J01CA12,drug_exposure_administration
1067,N01BB10,drug_exposure_administration
1068,GCQE001,procedure_occurrence
1069,ZZQX073,procedure_occurrence
1070,NZMP003,procedure_occurrence
1071,NKR+204,procedure_occurrence
1072,A06AH03,drug_exposure_administration
1073,QZQX021,procedure_occurrence
1074,G824,condition_occurrence
1075,D03AX03,drug_exposure_administration
1076,ZZQX163,procedure_occurrence
1077,F1024,condition_occurrence
1078,HKPA006,procedure_occurrence
1079,K353,condition_occurrence
1080,QZHA001,procedure_occurrence
1081,C02AC01,drug_exposure_administration
1082,Z743,condition_occurrence
1083,E1178,condition_occurrence
1084,R464,condition_occurrence
1085,K800,condition_occurrence
1086,NFKA007,procedure_occurrence
1087,DZQN001,procedure_occurrence
1088,M161,condition_occurrence
1089,E1160,condition_occurrence
1090,B370,condition_occurrence
1091,Z292,condition_occurrence
1092,D352,condition_occurrence
1093,S0600,condition_occurrence
1094,T840,condition_occurrence
1095,MBQK001,procedure_occurrence
1096,G459,condition_occurrence
1097,LLQP002,procedure_occurrence
1098,FCFC001,procedure_occurrence
1099,E1140,condition_occurrence
1100,JJFC001,procedure_occurrence
1101,N07BC01,drug_exposure_administration
1102,C03EA04,drug_exposure_administration
1103,LAQK009,procedure_occurrence
1104,JKFE002,procedure_occurrence
1105,D728,condition_occurrence
1106,Z500,condition_occurrence
1107,MZQK002,procedure_occurrence
1108,L892,condition_occurrence
1109,K805,condition_occurrence
1110,F078,condition_occurrence
1111,K720,condition_occurrence
1112,M350,condition_occurrence
1113,N04BC05,drug_exposure_administration
1114,K519,condition_occurrence
1115,N800,condition_occurrence
1116,NCCB006,procedure_occurrence
1117,ANR+270,procedure_occurrence
1118,I258,condition_occurrence
1119,Z21,condition_occurrence
1120,I440,condition_occurrence
1121,J47,condition_occurrence
1122,E1188,condition_occurrence
1123,S010,condition_occurrence
1124,NFQK002,procedure_occurrence
1125,N05CD06,drug_exposure_administration
1126,J05AB14,drug_exposure_administration
1127,NFQK003,procedure_occurrence
1128,Z658,condition_occurrence
1129,Z359,condition_occurrence
1130,R652,condition_occurrence
1131,C10BA02,drug_exposure_administration
1132,R03BA05,drug_exposure_administration
1133,PCM+253,procedure_occurrence
1134,S8210,condition_occurrence
1135,HHFA025,procedure_occurrence
1136,Z312,condition_occurrence
1137,E6684,condition_occurrence
1138,ZCQA001,procedure_occurrence
1139,R508,condition_occurrence
1140,HMFA007,procedure_occurrence
1141,ZGQ+137,procedure_occurrence
1142,LHFA016,procedure_occurrence
1143,J939,condition_occurrence
1144,N04AA02,drug_exposure_administration
1145,Z504,condition_occurrence
1146,K529,condition_occurrence
1147,J05AR20,drug_exposure_administration
1148,I471,condition_occurrence
1149,GEQE009,procedure_occurrence
1150,PCQM001,procedure_occurrence
1151,MAQK001,procedure_occurrence
1152,QZQ+255,procedure_occurrence
1153,LFFA002,procedure_occurrence
1154,I2100,condition_occurrence
1155,NKR+010,procedure_occurrence
1156,ZZHJ007,procedure_occurrence
1157,A04AD01,drug_exposure_administration
1158,K830,condition_occurrence
1159,O701,condition_occurrence
1160,R208,condition_occurrence
1161,AZRP001,procedure_occurrence
1162,EQQP003,procedure_occurrence
1163,G823,condition_occurrence
1164,QAQ+093,procedure_occurrence
1165,ZCQH002,procedure_occurrence
1166,F320,condition_occurrence
1167,I498,condition_occurrence
1168,DKRP004,procedure_occurrence
1169,ZFR+175,procedure_occurrence
1170,JDQM001,procedure_occurrence
1171,L04AX03,drug_exposure_administration
1172,J01XE01,drug_exposure_administration
1173,PCR+004,procedure_occurrence
1174,Y442,condition_occurrence
1175,I208,condition_occurrence
1176,R02,condition_occurrence
1177,E8700,condition_occurrence
1178,J439,condition_occurrence
1179,Z466,condition_occurrence
1180,LHQN002,procedure_occurrence
1181,F122,condition_occurrence
1182,F3210,condition_occurrence
1183,I21000,condition_occurrence
1184,C911,condition_occurrence
1185,C775,condition_occurrence
1186,LFAA002,procedure_occurrence
1187,J209,condition_occurrence
1188,L890,condition_occurrence
1189,ZZQX178,procedure_occurrence
1190,NKQ+021,procedure_occurrence
1191,G958,condition_occurrence
1192,AFHB002,procedure_occurrence
1193,J05AE10,drug_exposure_administration
1194,YYYY120,procedure_occurrence
1195,M321,condition_occurrence
1196,I802,condition_occurrence
1197,J961+1,condition_occurrence
1198,HHQX006,procedure_occurrence
1199,GLQD003,procedure_occurrence
1200,FCQX006,procedure_occurrence
1201,F209,condition_occurrence
1202,G458,condition_occurrence
1203,R4702,condition_occurrence
1204,NFKA008,procedure_occurrence
1205,E8710,condition_occurrence
1206,I5012,condition_occurrence
1207,N311,condition_occurrence
1208,AHQB024,procedure_occurrence
1209,JGQX001,procedure_occurrence
1210,H05BX01,drug_exposure_administration
1211,J07AL02,drug_exposure_administration
1212,J13,condition_occurrence
1213,K768,condition_occurrence
1214,ZZM+066,procedure_occurrence
1215,LEQK001,procedure_occurrence
1216,D571,condition_occurrence
1217,J05AE03,drug_exposure_administration
1218,O691,condition_occurrence
1219,J05AR03,drug_exposure_administration
1220,I2140,condition_occurrence
1221,D462,condition_occurrence
1222,S0650,condition_occurrence
1223,M45+0,condition_occurrence
1224,C09BB04,drug_exposure_administration
1225,ZZQM001,procedure_occurrence
1226,C920,condition_occurrence
1227,L04AA18,drug_exposure_administration
1228,S065,condition_occurrence
1229,K37,condition_occurrence
1230,D01AE14,drug_exposure_administration
1231,C03DA04,drug_exposure_administration
1232,K500,condition_occurrence
1233,CEQ+275,procedure_occurrence
1234,Z978,condition_occurrence
1235,ZZQX016,procedure_occurrence
1236,U089,condition_occurrence
1237,J81,condition_occurrence
1238,M545,condition_occurrence
1239,R001,condition_occurrence
1240,FEPF003,procedure_occurrence
1241,YYYY220,procedure_occurrence
1242,J450,condition_occurrence
1243,Z04880,condition_occurrence
1244,M04AB01,drug_exposure_administration
1245,EQQP014,procedure_occurrence
1246,JKFC005,procedure_occurrence
1247,C504,condition_occurrence
1248,K661,condition_occurrence
1249,A03BB01,drug_exposure_administration
1250,FCQX004,procedure_occurrence
1251,ZZM+143,procedure_occurrence
1252,DZQJ001,procedure_occurrence
1253,Z8711,condition_occurrence
1254,K635,condition_occurrence
1255,DDMA006,procedure_occurrence
1256,A04AD12,drug_exposure_administration
1257,A06AB06,drug_exposure_administration
1258,MCQK001,procedure_occurrence
1259,E833,condition_occurrence
1260,L02BG03,drug_exposure_administration
1261,ANR+216,procedure_occurrence
1262,D259,condition_occurrence
1263,A10BB01,drug_exposure_administration
1264,O752,condition_occurrence
1265,G318,condition_occurrence
1266,L984,condition_occurrence
1267,F106,condition_occurrence
1268,B957,condition_occurrence
1269,R06AE09,drug_exposure_administration
1270,Z5918,condition_occurrence
1271,M2556,condition_occurrence
1272,J9601,condition_occurrence
1273,Z5970,condition_occurrence
1274,C08CA06,drug_exposure_administration
1275,F69,condition_occurrence
1276,DDQF202,procedure_occurrence
1277,N07AA30,drug_exposure_administration
1278,E1168,condition_occurrence
1279,YYYY062,procedure_occurrence
1280,V03AB17,drug_exposure_administration
1281,D320,condition_occurrence
1282,A07BA01,drug_exposure_administration
1283,N840,condition_occurrence
1284,E1180,condition_occurrence
1285,Z854,condition_occurrence
1286,JGQX004,procedure_occurrence
1287,H534,condition_occurrence
1288,J01DD52,drug_exposure_administration
1289,LHQK002,procedure_occurrence
1290,JQGD009,procedure_occurrence
1291,Z082,condition_occurrence
1292,I270,condition_occurrence
1293,Z8670,condition_occurrence
1294,M01AX25,drug_exposure_administration
1295,JJFC010,procedure_occurrence
1296,H409,condition_occurrence
1297,S3280,condition_occurrence
1298,GLQP016,procedure_occurrence
1299,I330,condition_occurrence
1300,Z090,condition_occurrence
1301,I071,condition_occurrence
1302,AAQP007,procedure_occurrence
1303,N201,condition_occurrence
1304,L04AX04,drug_exposure_administration
1305,AFLB007,procedure_occurrence
1306,GFQM001,procedure_occurrence
1307,G832,condition_occurrence
1308,JAEA003,procedure_occurrence
1309,T812,condition_occurrence
1310,C19,condition_occurrence
1311,K565,condition_occurrence
1312,E8760,condition_occurrence
1313,R32,condition_occurrence
1314,FCQX005,procedure_occurrence
1315,R460,condition_occurrence
1316,A11GA01,drug_exposure_administration
1317,B03XA02,drug_exposure_administration
1318,JMPA006,procedure_occurrence
1319,ZZQL013,procedure_occurrence
1320,H01CB01,drug_exposure_administration
1321,I714,condition_occurrence
1322,Z875,condition_occurrence
1323,I5011,condition_occurrence
1324,FELF004,procedure_occurrence
1325,J188,condition_occurrence
1326,L01EX10,drug_exposure_administration
1327,E1130,condition_occurrence
1328,M512,condition_occurrence
1329,G470,condition_occurrence
1330,F1021,condition_occurrence
1331,HMGE002,procedure_occurrence
1332,Z953,condition_occurrence
1333,EBQH002,procedure_occurrence
1334,JANE002,procedure_occurrence
1335,F00101,condition_occurrence
1336,I451,condition_occurrence
1337,KCQM001,procedure_occurrence
1338,F17240,condition_occurrence
1339,R170,condition_occurrence
1340,K610,condition_occurrence
1341,R653,condition_occurrence
1342,B964,condition_occurrence
1343,A07EA06,drug_exposure_administration
1344,GEQE013,procedure_occurrence
1345,S4240,condition_occurrence
1346,R411,condition_occurrence
1347,PCLB003,procedure_occurrence
1348,G471,condition_occurrence
1349,JCPC002,procedure_occurrence
1350,G403,condition_occurrence
1351,Z967,condition_occurrence
1352,FCFA021,procedure_occurrence
1353,FELF003,procedure_occurrence
1354,AAFA002,procedure_occurrence
1355,EBQH010,procedure_occurrence
1356,L024,condition_occurrence
1357,H911,condition_occurrence
1358,Z4580,condition_occurrence
1359,JPQX007,procedure_occurrence
1360,G04BD11,drug_exposure_administration
1361,S8280,condition_occurrence
1362,D250,condition_occurrence
1363,I608,condition_occurrence
1364,F070,condition_occurrence
1365,Z651,condition_occurrence
1366,I635,condition_occurrence
1367,HESE002,procedure_occurrence
1368,I120,condition_occurrence
1369,N05AD08,drug_exposure_administration
1370,AHLB011,procedure_occurrence
1371,R778,condition_occurrence
1372,L893,condition_occurrence
1373,T887,condition_occurrence
1374,Z9588,condition_occurrence
1375,Z718,condition_occurrence
1376,MKR+248,procedure_occurrence
1377,K850,condition_occurrence
1378,J152,condition_occurrence
1379,C833,condition_occurrence
1380,ZZQL010,procedure_occurrence
1381,F00102,condition_occurrence
1382,S3270,condition_occurrence
1383,R601,condition_occurrence
1384,F339,condition_occurrence
1385,QEFA017,procedure_occurrence
1386,S4200,condition_occurrence
1387,O235,condition_occurrence
1388,LHQJ002,procedure_occurrence
1389,F03+02,condition_occurrence
1390,BELB001,procedure_occurrence
1391,LHQK007,procedure_occurrence
1392,N132,condition_occurrence
1393,ACQJ001,procedure_occurrence
1394,Z824,condition_occurrence
1395,ANQ+179,procedure_occurrence
1396,C772,condition_occurrence
1397,M751,condition_occurrence
1398,I110,condition_occurrence
1399,A514,condition_occurrence
1400,JQQM003,procedure_occurrence
1401,JDFE001,procedure_occurrence
1402,O342,condition_occurrence
1403,D611,condition_occurrence
1404,J181,condition_occurrence
1405,E6699,condition_occurrence
1406,J01CE01,drug_exposure_administration
1407,J06BA02,drug_exposure_administration
1408,Z530,condition_occurrence
1409,R578,condition_occurrence
1410,LEQK002,procedure_occurrence
1411,E041,condition_occurrence
1412,ZCQM003,procedure_occurrence
1413,G8108,condition_occurrence
1414,R739,condition_occurrence
1415,I5002,condition_occurrence
1416,G408,condition_occurrence
1417,M45+9,condition_occurrence
1418,G952,condition_occurrence
1419,K851,condition_occurrence
1420,J100,condition_occurrence
1421,ZZQ+192,procedure_occurrence
1422,O034,condition_occurrence
1423,AZQX005,procedure_occurrence
1424,GLQP007,procedure_occurrence
1425,J931,condition_occurrence
1426,A12CA01,drug_exposure_administration
1427,EQQP008,procedure_occurrence
1428,C09AA01,drug_exposure_administration
1429,R300,condition_occurrence
1430,I472,condition_occurrence
1431,C01CA24,drug_exposure_administration
1432,N06DX01,drug_exposure_administration
1433,ZZQL017,procedure_occurrence
1434,PER+154,procedure_occurrence
1435,D529,condition_occurrence
1436,E880,condition_occurrence
1437,PBQM001,procedure_occurrence
1438,E059,condition_occurrence
1439,ZZQA002,procedure_occurrence
1440,J151,condition_occurrence
1441,I828,condition_occurrence
1442,A04AD05,drug_exposure_administration
1443,F1720,condition_occurrence
1444,HHQE004,procedure_occurrence
1445,JJFC003,procedure_occurrence
1446,BLR+257,procedure_occurrence
1447,K920,condition_occurrence
1448,C09DB01,drug_exposure_administration
1449,M544,condition_occurrence
1450,KDQA001,procedure_occurrence
1451,J05AR13,drug_exposure_administration
1452,NAQK049,procedure_occurrence
1453,DKR+013,procedure_occurrence
1454,E1148,condition_occurrence
1455,ANQ+067,procedure_occurrence
1456,HLQM002,procedure_occurrence
1457,F00221,condition_occurrence
1458,H919,condition_occurrence
1459,T8138,condition_occurrence
1460,E230,condition_occurrence
1461,T509,condition_occurrence
1462,BLQP010,procedure_occurrence
1463,EQR+275,procedure_occurrence
1464,N394,condition_occurrence
1465,L01EE01,drug_exposure_administration
1466,M2550,condition_occurrence
1467,JVRP004,procedure_occurrence
1468,B03AD03,drug_exposure_administration
1469,R64,condition_occurrence
1470,GFQL002,procedure_occurrence
1471,D251,condition_occurrence
1472,K710,condition_occurrence
1473,C09DA07,drug_exposure_administration
1474,HLHJ003,procedure_occurrence
1475,LHLH003,procedure_occurrence
1476,A10BF01,drug_exposure_administration
1477,J07CA01,drug_exposure_administration
1478,ZZR+053,procedure_occurrence
1479,ZZM+161,procedure_occurrence
1480,O681,condition_occurrence
1481,M800,condition_occurrence
1482,M5436,condition_occurrence
1483,J02AA01,drug_exposure_administration
1484,M169,condition_occurrence
1485,R443,condition_occurrence
1486,S2200,condition_occurrence
1487,YYYY210,procedure_occurrence
1488,S01ED05,drug_exposure_administration
1489,H02AB01,drug_exposure_administration
1490,C343,condition_occurrence
1491,M5446,condition_occurrence
1492,ZFM+242,procedure_occurrence
1493,HHFA008,procedure_occurrence
1494,ZZM+140,procedure_occurrence
1495,L01BC06,drug_exposure_administration
1496,DEMP002,procedure_occurrence
1497,E8708,condition_occurrence
1498,Z960,condition_occurrence
1499,F332,condition_occurrence
1500,M01AH01,drug_exposure_administration
1501,DGQM001,procedure_occurrence
1502,F050,condition_occurrence
1503,S8250,condition_occurrence
1504,Z450,condition_occurrence
1505,N01BB20,drug_exposure_administration
1506,YYYY110,procedure_occurrence
1507,Z888,condition_occurrence
1508,F059,condition_occurrence
1509,A099,condition_occurrence
1510,QEFA004,procedure_occurrence
1511,S01EE03,drug_exposure_administration
1512,R01AD07,drug_exposure_administration
1513,E107,condition_occurrence
1514,JQQX109,procedure_occurrence
1515,K20,condition_occurrence
1516,D07XC01,drug_exposure_administration
1517,ZFR+213,procedure_occurrence
1518,HEQH002,procedure_occurrence
1519,R03AL09,drug_exposure_administration
1520,DBKA006,procedure_occurrence
1521,K859,condition_occurrence
1522,C01DA08,drug_exposure_administration
1523,Z8500,condition_occurrence
1524,S5200,condition_occurrence
1525,ZZQ+106,procedure_occurrence
1526,X610,condition_occurrence
1527,N832,condition_occurrence
1528,Z4584,condition_occurrence
1529,Z352,condition_occurrence
1530,Z992+0,condition_occurrence
1531,W010,condition_occurrence
1532,JDQX002,procedure_occurrence
1533,M8000,condition_occurrence
1534,G03DB06,drug_exposure_administration
1535,M62800,condition_occurrence
1536,R659,condition_occurrence
1537,GEQE012,procedure_occurrence
1538,I712,condition_occurrence
1539,NCCA018,procedure_occurrence
1540,I730,condition_occurrence
1541,L022,condition_occurrence
1542,PZL+212,procedure_occurrence
1543,C449,condition_occurrence
1544,NKR+059,procedure_occurrence
1545,I460,condition_occurrence
1546,G820,condition_occurrence
1547,GFQX004,procedure_occurrence
1548,Z873,condition_occurrence
1549,N06BA07,drug_exposure_administration
1550,A12AA03,drug_exposure_administration
1551,Z715,condition_occurrence
1552,S2230,condition_occurrence
1553,R945,condition_occurrence
1554,ANR+094,procedure_occurrence
1555,M518,condition_occurrence
1556,C443,condition_occurrence
1557,R748,condition_occurrence
1558,Z542,condition_occurrence
1559,M150,condition_occurrence
1560,S7230,condition_occurrence
1561,C792,condition_occurrence
1562,Z76800,condition_occurrence
1563,I447,condition_occurrence
1564,C04AX21,drug_exposure_administration
1565,Z8781,condition_occurrence
1566,C09AA03,drug_exposure_administration
1567,PAGA011,procedure_occurrence
1568,E8750,condition_occurrence
1569,DDAF007,procedure_occurrence
1570,I982,condition_occurrence
1571,C01DX12,drug_exposure_administration
1572,F009,condition_occurrence
1573,K250,condition_occurrence
1574,YYYY115,procedure_occurrence
1575,Z470,condition_occurrence
1576,MR232,condition_occurrence
1577,QEFA019,procedure_occurrence
1578,JCLE001,procedure_occurrence
1579,EAQM004,procedure_occurrence
1580,K550,condition_occurrence
1581,JDFE002,procedure_occurrence
1582,L04AC07,drug_exposure_administration
1583,I619,condition_occurrence
1584,D70,condition_occurrence
1585,LFQK001,procedure_occurrence
1586,Z030,condition_occurrence
1587,S01AX08,drug_exposure_administration
1588,E139,condition_occurrence
1589,F04,condition_occurrence
1590,G258,condition_occurrence
1591,O621,condition_occurrence
1592,ZZR+293,procedure_occurrence
1593,X650,condition_occurrence
1594,B954,condition_occurrence
1595,A410,condition_occurrence
1596,GAQE001,procedure_occurrence
1597,JKFA022,procedure_occurrence
1598,Z944,condition_occurrence
1599,JKFC003,procedure_occurrence
1600,F03+30,condition_occurrence
1601,E101,condition_occurrence
1602,R100,condition_occurrence
1603,HSLF001,procedure_occurrence
1604,O363,condition_occurrence
1605,F328,condition_occurrence
1606,O998,condition_occurrence
1607,JNJD001,procedure_occurrence
1608,LAQK003,procedure_occurrence
1609,HHFE004,procedure_occurrence
1610,R260,condition_occurrence
1611,L04AA04,drug_exposure_administration
1612,S01AA12,drug_exposure_administration
1613,J129,condition_occurrence
1614,J432,condition_occurrence
1615,GDQE004,procedure_occurrence
1616,C221,condition_occurrence
1617,S01FA06,drug_exposure_administration
1618,R454,condition_occurrence
1619,ZZQ+140,procedure_occurrence
1620,C187,condition_occurrence
1621,R34,condition_occurrence
1622,J01DC02,drug_exposure_administration
1623,W180,condition_occurrence
1624,E6607,condition_occurrence
1625,E063,condition_occurrence
1626,HZHE001,procedure_occurrence
1627,S01EC04,drug_exposure_administration
1628,ZZHH008,procedure_occurrence
1629,HSQ+237,procedure_occurrence
1630,QZJA001,procedure_occurrence
1631,PEM+143,procedure_occurrence
1632,D801,condition_occurrence
1633,Z5960,condition_occurrence
1634,M03AC04,drug_exposure_administration
1635,GKR+181,procedure_occurrence
1636,C539,condition_occurrence
1637,JAFC005,procedure_occurrence
1638,J05AJ01,drug_exposure_administration
1639,ANQ+171,procedure_occurrence
1640,T845,condition_occurrence
1641,Z855,condition_occurrence
1642,R03AC12,drug_exposure_administration
1643,LMMA004,procedure_occurrence
1644,X849,condition_occurrence
1645,F6030,condition_occurrence
1646,GELE001,procedure_occurrence
1647,NFMC003,procedure_occurrence
1648,U071,condition_occurrence
1649,G831,condition_occurrence
1650,JBQH002,procedure_occurrence
1651,J961+0,condition_occurrence
1652,R01AX06,drug_exposure_administration
1653,JQQM001,procedure_occurrence
1654,AGLB001,procedure_occurrence
1655,Z640,condition_occurrence
1656,O001,condition_occurrence
1657,ZZMP012,procedure_occurrence
1658,NBCB004,procedure_occurrence
1659,ANQ+134,procedure_occurrence
1660,Z991,condition_occurrence
1661,R05X,drug_exposure_administration
1662,F058,condition_occurrence
1663,Z861,condition_occurrence
1664,D473,condition_occurrence
1665,E050,condition_occurrence
1666,DKQ+008,procedure_occurrence
1667,J02AC03,drug_exposure_administration
1668,D683,condition_occurrence
1669,R252,condition_occurrence
1670,E1138,condition_occurrence
1671,KCQX004,procedure_occurrence
1672,O365,condition_occurrence
1673,F03+01,condition_occurrence
1674,GGLC001,procedure_occurrence
1675,ALM+050,procedure_occurrence
1676,HHFA002,procedure_occurrence
1677,O48,condition_occurrence
1678,FCFA017,procedure_occurrence
1679,C184,condition_occurrence
1680,MKQ+152,procedure_occurrence
1681,M069,condition_occurrence
1682,N03AX23,drug_exposure_administration
1683,ZCJC001,procedure_occurrence
1684,H01BB02,drug_exposure_administration
1685,LMMA006,procedure_occurrence
1686,K297,condition_occurrence
1687,J01DD08,drug_exposure_administration
1688,YYYY041,procedure_occurrence
1689,DERP003,procedure_occurrence
1690,B01AC11,drug_exposure_administration
1691,AAQP003,procedure_occurrence
1692,M160,condition_occurrence
1693,DBLF001,procedure_occurrence
1694,E752,condition_occurrence
1695,G932,condition_occurrence
1696,J05AF01,drug_exposure_administration
1697,JDQD008,procedure_occurrence
1698,J849,condition_occurrence
1699,KGQL001,procedure_occurrence
1700,I351,condition_occurrence
1701,ACQN004,procedure_occurrence
1702,Z992,condition_occurrence
1703,S2700,condition_occurrence
1704,HCHA002,procedure_occurrence
1705,D721,condition_occurrence
1706,D469,condition_occurrence
1707,YYYY180,procedure_occurrence
1708,LMMA009,procedure_occurrence
1709,R943,condition_occurrence
1710,C02CA01,drug_exposure_administration
1711,N03AX11,drug_exposure_administration
1712,N920,condition_occurrence
1713,L01XX52,drug_exposure_administration
1714,C259+8,condition_occurrence
1715,L01AX03,drug_exposure_administration
1716,G01AF05,drug_exposure_administration
1717,N938,condition_occurrence
1718,O721,condition_occurrence
1719,D539,condition_occurrence
1720,HJQD001,procedure_occurrence
1721,F317,condition_occurrence
1722,QZQX004,procedure_occurrence
